token,count
"""{rvs_on}{red}{up}{up}{right}{right}{right}{right}{right}{CBM-Q}""",1
"""{down}{down}{red}{rvs_on} biberfalle = j.n.u. {down}{down}{rvs_off}{black}     mnowx{rvs_on}-soft {rvs_off}y{rvs_on}.{up}""",1
"""{down}{right}{rvs_on}{yellow}versuchen sie nun     bis zum sonnenaufgang soviele fuechse""",1
"""{rvs_on}{right}wie moeglich abzu-    schiessen.""",1
"""{down}{rvs_on}{right}{white}aber passen sie auf   den hinterlistigen    biber auf !""",1
"""{down}{down}{right}{right}{right}{right}{right}{right}{right}{rvs_on}{blue}[{white}return{blue}]""",1
"""{up}{red}vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv{black}""",1
"""{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{rvs_on}U{SHIFT-*}{SHIFT-*}{SHIFT-*}I{down}{left}{left}{left}{left}{left}{SHIFT--}   {SHIFT--}{down}{left}{left}{left}{left}{left}J{SHIFT-*}{SHIFT-*}{SHIFT-*}K""",1
"""{up}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{rvs_on}{purple}fox{green}{down}{left}{left}{left}{CBM-T}{CBM-T}{CBM-T}{down}{left}{left}{left}{left}{rvs_off}{black}k{red}{right}@{black}{right}k""",1
"""{down}{down}{down}{down}{down}{down}{right}{right}{right}{black}l{rvs_on}{white} by {rvs_off}{black}mnowx{rvs_on}{white}soft {rvs_off}{black}y""",1
"""vvv{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}vvv""",1
"""vv{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}vv""",1
"""{down}{red}vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv""",1
7491,1
7911,1
"""{rvs_on}{blue}{down}{right}j.stick nach oben :{rvs_off}{black}{left}{left}{left}{left}{left}{left}{left}{left}{left}{down}{down}{down}de{up}{left}{left}fj""",1
"""{rvs_on}{blue}{down}{down}{right}j.stick nach li/re:{rvs_off}{black}{left}{left}{left}{left}{left}{left}{left}{left}{left}{down}{down}{down}de{up}{left}{left}hg{right}{right}{right}{right}{down}de{up}{left}{left}fi""",1
"""{down}{down}{rvs_on}{right}feuerknopf = schuss""",1
"""kamin""",1
"""{rvs_on}{red}{home}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-G}""",1
"""{rvs_on}{red}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-+}""",1
"""du bist im esszimmer""",1
"""du hast dracula """,1
"""getoetet""",1
"""{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}H{CBM-I}{SHIFT-*}{SHIFT-*}{CBM-K}V{CBM-I}{SHIFT-*}{SHIFT-*}{CBM-K}O{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
"""{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}I{CBM-Y}{SHIFT-*}{SHIFT-*}{CBM-W} {CBM-Y}{SHIFT-*}{SHIFT-*}{CBM-W}N{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
"""{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}J {SHIFT-*}{SHIFT-*}   {SHIFT-*}{SHIFT-*} M{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
"""{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}K         L{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
"""{home}{red}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""",1
"""{clr}{white}{down}{down}{down}{down}{down}{down} {rvs_on}Viel Spass wuenscht {rvs_off}  {rvs_on}Ihnen Frogsoft Ltd.!""",1
904,1
1099,1
8096,1
"""{home}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}k{rvs_on}game over{rvs_off}k""",1
7383,1
11001,1
7376,1
8041,1
8088,1
8107,1
"""{blue}{home}zz{rvs_on}{SHIFT-POUND}{CBM-*}{rvs_off}zzzzzzzzzzzzzzzzzz""",1
12050,1
12002,1
0.016,1
"""000059""",1
8002,1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{rvs_on}{black}sc=""",1
"""z{rvs_on}{SHIFT-POUND}  {CBM-*}{rvs_off}zzzzzzzzzz{rvs_on}{SHIFT-POUND}{CBM-*}{rvs_off}zzzzz""",1
"""abcabcaba{black}{rvs_on}{CBM-M}NM{CBM-G}{rvs_off}abcabacac""",1
"""{white}         {rvs_on}{black}{CBM-M}MN{CBM-G}""",1
"""         {rvs_on} {rvs_off}de{rvs_on}{CBM-G}""",1
"""{red}      {black}fg""",1
"""{rvs_off}          {green}abc{down}{down}  abc   {down}  {down}abc""",1
"""{rvs_on}{SHIFT-POUND}                    {CBM-*}""",1
"""{blue}{rvs_on}{CBM-I}{CBM-I}{CBM-I}{CBM-O}{CBM-O}{CBM-O}{CBM-P}{CBM-P}{CBM-P}{CBM-@}{CBM-@}{CBM-@}{CBM-P}{CBM-P}{CBM-P}{CBM-O}{CBM-O}{CBM-O}{CBM-I}{CBM-I}{CBM-I}{CBM-I}""",1
"""{rvs_on}{green} X X    {white}U{SHIFT-*}{SHIFT-*}{SHIFT-*}I{green} X  X {rvs_off}{black}k{rvs_on}{green}   X {cyan}Q{green}    {white}{SHIFT--}{rvs_off}{purple}pqr{rvs_on}{white}{SHIFT--}{green}  XX {black}N{CBM-T}M{green} X   X   {white}J{SHIFT-*}{SHIFT-*}{SHIFT-*}K{green}{down}X X""",1
"""{rvs_on} {green}X{blue}      {black}NM{green} X X   X{blue}  {CBM-*}{rvs_off}z""",1
"""{rvs_on}  {green}X   X{blue} {CBM-*}{SHIFT-POUND}{CBM-*}{rvs_off}zz{rvs_on}{SHIFT-POUND}{green}X{blue}   {CBM-*}{rvs_off}zzz""",1
"""{rvs_on}{SHIFT-POUND}    {CBM-*}{rvs_off}zzzzzzzz{rvs_on}{SHIFT-POUND}  {CBM-*}{rvs_off}zzzz""",1
"""{red}vvvvvvvvvvvvvvvvvvvvvv""",1
"""{red}vv{black} l {rvs_on}by {rvs_off}mnowx{rvs_on}-soft{rvs_off}{black} y{red}vv""",1
"""iiii@iiii@iii@iii@iiii""",1
"""{red}vvvvvvvvvvvvvvvvvvvvv""",1
""" von dem sie einen    {down} holen muessen dann""",1
"""{down} bei 10 punkte er-    {down} scheinen 2 schluessel""",1
"""{down} gehen sie zur tuer   {down} in den naechsten raum""",1
""" bei anderen 1 punkt""",1
"""{clr}{down} bei manchen mauern   {down} verlieren sie 1 leben""",1
"""{down}{down}        {rvs_on}taste""",1
"""collector2""",1
"""{down} ihnen im haupt-      {down} programm erklaert""",1
"""{down} sie haben die wahl   {down} von 4 levels,die """,1
"""{clr}{rvs_on}                             collector      ",1
"""{down} sie muessen ingesammt {down}durch 6 raeume laufen""",1
"""l@@@@@@@@@@@@@@@@@@@@l""",1
"""llllllllllllllllllllll""",1
"""{black}{clr}llllllllllllllllllllll""",1
"""dddddddd@@dddddddd@@@d""",1
"""dddd@ddd@@d@@d@@@@@@@d""",1
"""d@@dd@@d@@d@@d@@@@@@@d""",1
38542,1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{left} s.""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}pu:""",1
"""{left} le""",1
"""{clr}{cyan}iiiiiiiiiiiiiiiiiiiiii""",1
"""{black}dddddddddddddddddddddd""",1
"""{blue}dddddddddddddddddddddd""",1
"""iiii@iiiiiiii@iiiiiiii""",1
"""i@@@iiiii@iii@iiiiii@i""",1
"""iiiii@iii@iiiiiiiiii@i""",1
"""iiiiiiiiiiiii@iiii@iii""",1
"""iiiiiiii@iiii@iii@iiii""",1
"""iiiiii@@iiiiiiiiii@iii""",1
          mine,1
          grug,1
           schluessel,1
          tuer,1
xx0,1
"""{del}{del}{del}{del}{del}{del}{del}{del}{del}",1
"""{down}{yellow} level 4 = monster und           schritte""",1
"""iiiiiiii@@iiiiiii@iiii""",1
"""iiiiiiii@@ii@@iiiiiiii""",1
"""ii@@@@@@@@@@@@@@@@@@@i""",1
"""d@@@@@@d@@@@@d@@@@@@@d""",1
"""{clr}{white}dddddddddddddddddddddd""",1
"""d@d@@d@@@@d@d@@@@@@@@d""",1
"""d@@@@d@d@@d@dddd@ddddd""",1
"""d@d@@d@d@@d@@@@@@@@@@d""",1
"""d@@@@@@d@@d@d@@@@@@@@d""",1
1005,1
"""{down}von """,1
"""{clr}{down}{down}{down}{down}{down}{white}deinen namen bitte""",1
"""{clr}{down}{down}{white}highscore""",1
 m.rechts,1
 m.links,1
     mauer,1
 m. gerade,1
  nix,1
"""d@@@@@@d@@d@@dddd@dddd""",1
"""d@@@@@@d@@d@@d@@@@@@@d""",1
"""ddddddddddd@@d@@@@@@@d""",1
"""{blue}iiiiiiiiiiiiiiiiiiiiii""",1
           baum,1
           fels,1
           monster,1
""" {CBM-C}  {CBM-X} {CBM-X}{CBM-C}HHOOsO {CBM-X} {CBM-C}{CBM-X} {CBM-X}""",1
"""  {CBM-X} {CBM-C}  {CBM-X}H{CBM-Y}{SHIFT-*}{CBM-L} O {CBM-X}{CBM-X} {CBM-C}  """,1
""" hv  O HHO    O      """,1
""" HO  O H{CBM-H}O   {SHIFT-*}Q{SHIFT-*}{SHIFT-*}    """,1
""" HO {CBM-K} {CBM-K}GGGGGGH  Ot   """,1
""" HO  {CBM-K} HHO   H  Os   """,1
"""{CBM-C} {CBM-X} {CBM-K}            {CBM-I}{CBM-X}{CBM-C} """,1
"""   hiO HSP {CBM-+}{CBM-+}{CBM-+}O      """,1
"""     u H   {CBM-+}{CBM-+}{CBM-+}O      """,1
"""{down}{down}{rvs_on}{cyan}welcher level""",1
"""{down}{red}""",1
"""{down}{green} level 3 = schritte""",1
"""{clr}{rvs_on}{white}       collector      ",1
"""{down}{down}{green} level 1 = monser erst{down}           ab raum 5""",1
"""{down}{yellow} level 2 = monster""",1
"""{down}{down}      {rvs_on} taste {rvs_off}""",1
"""{right}{right}{right}{right}{right}{rvs_on}{CBM-Z}{SHIFT-*}again-?{SHIFT-*}{CBM-X}""",1
"""{right}{right}{right}{right}{right}{rvs_on}{SHIFT--}game over{SHIFT--}""",1
"""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}""",1
"""{rvs_on}{CBM-V}{up}{left}{CBM-K}{down}{down}{down}{rvs_off}     select level",1
"""{down}{down}     {rvs_on}f-1{rvs_off} beginner{down}          {rvs_on}f-2{rvs_off} advanced{down}          {rvs_on}f-3{rvs_off} expert""",1
"""*  (c) 84 by michael kraus creative computing software  """,1
"""{CBM-F}{rvs_off}{CBM-K}{down}{left}{rvs_on}{CBM-C}{rvs_off}""",1
"""{clr}{white}{down}   {rvs_on}{CBM-D}""",1
"""  {rvs_on}{CBM-K}""",1
"""{clr}{down}{down}das war gift""",1
"""{down}du bist tot""",1
"""{clr}{down}{down}{down}{red}du stehst vor dem     {down}{down}{down}spukhaus""",1
"""{down}{down}{down}es ist 14.00 uhr""",1
""" {CBM-X} {CBM-C} {CBM-K}          {CBM-I}{CBM-C}{CBM-X} {CBM-C}""",1
""" {CBM-X}  {CBM-X} {CBM-C} H    O{CBM-C}  {CBM-X}   """,1
"""    {CBM-C} {CBM-X}{CBM-C}H {SHIFT-*}{SHIFT-*} O{CBM-X}   {CBM-C}  """,1
"""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{rvs_on}{CBM-V}""",1
"""{down}{down}{rvs_on}{CBM-D}""",1
"""{right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{CBM-C}{rvs_off}""",1
8165,1
"""{white}{clr}score: 0     level: 1""",1
"""balls:""",1
"""    minus: 0{right}{CBM-I}{CBM-I}""",1
7746,1
8075,1
8500,1
"""{down}{down}{down}{right}{right}{rvs_on}{red} bonus:""",1
"""{home}{down}{white}""",1
"""{home}{right}{right}{right}{right}{right}{right}""",1
"""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-F}{right}{right}{right}{right}{right}{right}{rvs_off}{CBM-K}  """,1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{rvs_on}{yellow}{CBM-A}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-S}""",1
*   sohinger   *,1
"""{left} points {right}{right}{right}{right}{black}{rvs_off}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}""",1
"""{down}{down}{right}{right}{cyan}{rvs_on} prepare for next {right}{right}{right}{right}     level        """,1
"""{home}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{rvs_on}{green}*************{right}{right}{right}{right}{right}{right}{right}{right}{right}*{yellow} well done {green}*{right}{right}{right}{right}{right}{right}{right}{right}{right}*************""",1
"""{home}{down}{right}{right}{right}{right}{right}{right}""",1
"""{right}{right}{black}""",1
"""{right}{green}""",1
"""{right}{right}{yellow}""",1
"""{right}{right}{purple}""",1
"""{right}{white}""",1
"""{home}{down}{down}{down}{down}{right}{cyan}""",1
"""{rvs_on}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}""",1
22.5,1
"""{home}{right}{right}{right}{right}{right}{right}{white}""",1
"""{cyan}{down}{right}{right}{right}{right}{right}{rvs_on}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{up}{up}{CBM-T}{up}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{right}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{right}{CBM-T}{CBM-T}{down}{left}{left}{CBM-T}{down}{left}{CBM-T}{CBM-T}{down}{left}{left}{CBM-T}{CBM-T}""",1
"""   {CBM-K}  {rvs_on} breakout {right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{rvs_off}{CBM-K}{right}{right}{rvs_on}""",1
"""{down} doch das ganze wird""",1
"""{down} erschwert durch eine""",1
"""{left}{left}{left}{left}{left}{left}{left}{left}{rvs_on}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{down}{CBM-T}{up}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}""",1
"""{rvs_on}* high *""",1
"""{right}{rvs_on}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}""",1
32000,1
58648,1
"""y""",1
"""{clr}{green}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}q-bert{down}{left}{left}{left}{left}{left}{left}{left}========""",1
"""{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{blue}by",1
"""{down}{down}{down}{down}{right}{right}{right}{right}{right}{green}bitte warten""",1
*    q-bert    *,1
*      by      *,1
*   oliver r.  *,1
*tel.02129/8792*,1
* 5657 haan 1  *,1
485,1
"""{down} es {red}25{blue} punkte. """,1
"""{down}{down}{down}{down}{down}{down}{down}{down}""",1
"""{down}{down}{green}        {rvs_on}({rvs_off}j{rvs_on}/{rvs_off}n{rvs_on}){rvs_off}""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{blue}      < taste >       """,1
"""{down}{down}{down}{down}{blue}        q-bert{down}{left}{left}{left}{left}{left}{left}{left}{rvs_on}========""",1
"""{down}{down}{down}{down}{down}{blue} instruktion {rvs_on}?{rvs_off}""",1
"""{green}        q-bert{down}{left}{left}{left}{left}{left}{left}{left}{rvs_on}========""",1
"""{green}     spielbeginn{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{rvs_on}============={rvs_off}""",1
"""{down}{down}{blue} zum spielbeginn er-""",1
"""{down} scheint erst einmal""",1
"""{down} ein auswahlmen;.""",1
"""{down} durch dr;cken der""",1
"""{down}{down}{blue} bei q-bert m;ssen""",1
"""{down} sie felder einer""",1
"""{down} pyramide umf<rben.""",1
"""{down}{down}{blue} den level kann man""",1
"""{down}{down}                  {rvs_on}{red}>>>{rvs_off}""",1
"""{down} schlange, die ihren """,1
"""{down} weg von links unten """,1
"""{down} bis nach oben geht.""",1
"""{down}                  {rvs_on}{red}>>>{rvs_off}""",1
"""{down} f1 oder space taste""",1
"""{down} beginnt das spiel.""",1
"""{down}{down}{down}{down}{down}{down}{down}{down}{green}  noch ein mal {rvs_on}?{rvs_off}""",1
"""{down}{down}          {rvs_on}({rvs_off}j{rvs_on}/{rvs_off}n{rvs_on}){rvs_off}""",1
"""{down}{down}{down}{down}{down}{down}{down}""",1
"""{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{home}""",1
"""{blue}        q-bert{down}{left}{left}{left}{left}{left}{left}{left}{rvs_on}========""",1
"""{down}{down}{green} einen moment bitte""",1
"""{down}{down}  ich lade das hp.""",1
475,1
""" es ein q-bert dazu.""",1
"""  n = nichts aendern    """,1
22528,1
34816,1
10080,1
"""{down}{down}{green} {rvs_on}***{rvs_off} viel spass {rvs_on}***{rvs_off}""",1
"""{down}{down}                 {rvs_on}{red}>>>{rvs_off}""",1
"""q-bert2""",1
"""{down} gef<rbte feld gibt""",1
"""{down}{down}{blue} f;r jedes um-""",1
"""{down} des joysticks ver-""",1
"""{down} <ndern. dr;ckt man""",1
"""{down} den joystick nach """,1
"""{down} rechs {red}-{blue} gibt es ein""",1
"""{down} level dazu {red}-{blue} .""",1
"""{down} durch bedienung """,1
"""{right}{green}f5{right}{right}{right}{blue}{rvs_on}={rvs_off}{right}{right}{right}{green}hi.score sa.""",1
"""{right}{green}f7{right}{right}{right}{blue}{rvs_on}={rvs_off}{right}{right}{right}{green}neues spiel """,1
"""    {green}level-auswahl{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{rvs_on}===============""",1
"""{down} sind spielstufen.""",1
"""    {green}punktewertung{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{rvs_on}===============""",1
"""{down} die level{rvs_on}'{rvs_off}s {red}1{blue}-{red}9{blue}""",1
"""{down} sehr kompliziert.""",1
"""{blue} dr;ckt man den joy-""",1
"""{down} stick nach links """,1
"""{down} {red}-{blue} gibt es ein level""",1
"""{down} weniger {red}-{blue} .""",1
"""{down} level {rvs_on}({rvs_off}{red}0{blue}{rvs_on}){rvs_off} ist ein """,1
"""{down} ;bungslevel, denn""",1
"""{down} die steuerung ist """,1
343,1
"""{down} alle {red}5000{blue} punkte gibt""",1
"""       {CBM-K}      {CBM-I}      """,1
"""  S     {CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}V   P """,1
""" {CBM-K}  SP           SP {CBM-I}""",1
""" H  HO   {SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}    HO O""",1
""" H  H{CBM-L}  {CBM-K}{CBM-X}{CBM-X}{CBM-X}{CBM-X}{CBM-I}   {CBM-H}O O""",1
"""      S        P     """,1
"""     {CBM-K}          {CBM-I}    """,1
"""   {CBM-K}    {CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}   {CBM-I}  """,1
"""{right}{right}{right}{right}{right}^__[^__[^__[""",1
"""{right}^__[^__[^__[^__[^__[{home}""",1
"""{right}]*_\]*_\]*_\]*_\]*_\""",1
"""{clr}{right}{right}{right}{right}{right}{right}{right}{right}{green}q-bert{down}{left}{left}{left}{left}{left}{left}{left}{red}{rvs_on}========""",1
"""{down}{right}{right}{right}{right}{right}{blue}score:""",1
"""{down}{right}{right}hi.score:""",1
"""{down}{down}{right}{green}f1{right}{right}{right}{blue}{rvs_on}={rvs_off}{right}{right}{right}{green}spiel""",1
"""{down}{right}{green}f3{right}{right}{right}{blue}{rvs_on}={rvs_off}{right}{right}{right}{green}hi.score lo.""",1
"""{down}       druecken.""",1
"""{right}{green}f8{right}{right}{right}{blue}{rvs_on}={rvs_off}{right}{right}{right}{green}spiel stop  """,1
"""{right}{green}f4{right}{right}{right}{blue}{rvs_on}={rvs_off}{right}{right}{right}{green}schwarz""",1
"""{down}{right}{green}f6{right}{right}{right}{blue}{rvs_on}={rvs_off}{right}{right}{right}{green}weis""",1
"""{down}{right}{right}{right}{red}cursor kontrolle{home}""",1
"""{right}{right}{right}^__[^__[^__[^__[""",1
"""{clr}{right}{right}{right}{right}{right}{right}{right}{right}{green}q-bert""",1
"""{down}{down}q-bert:  {blue}]*_\""",1
"""{right}{right}{right}]*_\]*_\]*_\]*_\""",1
"""{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}L         K{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
4220,1
"""{rvs_on}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-G}""",1
""" HO{CBM-K} {CBM-K}      O{CBM-J}GGGjk  """,1
""" HO {CBM-K}    UVUV {CBM-I}    jk""",1
""" H{CBM-K}        UVUV {CBM-I}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}""",1
""" HO{CBM-K}      UVUV {CBM-I}     """,1
"""{right}{right}{rvs_on}{CBM-K}{rvs_off}{CBM-K} {rvs_on}{CBM-D}{CBM-I}{CBM-I}{CBM-F}{rvs_off} {CBM-I}{CBM-I}{rvs_on}{CBM-V}{rvs_off} {rvs_on}{CBM-K}{rvs_off}{CBM-K} {rvs_on}{CBM-C}{rvs_off}{CBM-I}{CBM-I}{CBM-I}{home}""",1
"""{down}{down}{down}{down}{red}{right}{rvs_on}{CBM-I}{CBM-F}{CBM-D}{CBM-I}{CBM-D}{CBM-I}{CBM-I}{CBM-F}{CBM-I}{CBM-D}{CBM-I}{CBM-I}{CBM-I}{CBM-F}{CBM-D}{CBM-I}{CBM-D}{CBM-I}{CBM-I}{CBM-I}""",1
"""{right}{right}{right}{rvs_on}    {right}    {right}    {right}    """,1
"""{right}{right}{right}{up}{rvs_on} {right}{right} {right} {right}{right} {right} {CBM-K}{rvs_off}{CBM-K}{rvs_on} {right} """,1
"""{right}{right}{right}{right}{right}]*_\]*_\]*_\""",1
"""{right}{right}{right}{right}{right}{right}{right}^__[^__[""",1
"""{right}{right}{right}{right}{right}{right}{right}________""",1
"""{up}{right}{right}{right}{right}{right}{right}{right}________""",1
"""{green}score:{right}{blue}]*_\]*_\ {green}level:{blue}""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}^__[""",1
"""{f8}""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}""",1
"""{f6}""",1
1255,1
"""{down}{green}gefunden.""",1
"""{clr}{white}{down}{down}{down}{down}{down}{green}  {rvs_on}'{rvs_off}record{rvs_on}' & '{rvs_off}play{rvs_on}'{rvs_off}""",1
"""{left}{inst} {up} """,1
"""{CBM-@}""",1
"""{down} {left}""",1
7671,1
7544,1
"""{down}{blue} ok.""",1
"""{down}{down}{blue} ok.""",1
"""{clr}{white}{down}{down}{down}{down}{down}{green}  {rvs_on}'{rvs_off}play{rvs_on}'{rvs_off} druecken.""",1
1261,1
348,1
"""{clr}{green}""",1
"""{rvs_on} {right}{right} {right} {right}{right} {right}   {right}{right}  {CBM-*}""",1
"""{rvs_on} {right}{right} {right} {right}{right} {right} {right}{right}{right}{right} {rvs_off}{CBM-*}{rvs_on} {CBM-*}""",1
